job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
SG-2023-1102,Part-Time Customer Support Specialist,"200 Sentosa Island, #02-01 Resorts World Sentosa",Customer Support,3000-4500,SupportPro Solutions is a customer support agency offering top-notch customer service solutions. We are committed to customer satisfaction.,SupportPro Solutions is looking for a Part-Time Customer Support Specialist to provide exceptional customer service. This role offers flexibility and career growth.,"Diploma or degree in Customer Support or related field, customer service skills.","Part-time role, flexible hours, customer service excellence.",0,1,1,Part Time,Entry Level,10,SupportPro Solutions,Customer Support,Monthly
SG-2023-1103,Contract Environmental Scientist,"14 Bukit Timah Road, #12-01 Newton 21",Environmental Science,8000-10000,EcoSustain Solutions is an environmental consulting firm dedicated to sustainability and green solutions. Join our mission for a greener future.,EcoSustain Solutions is seeking a Contract Environmental Scientist to work on environmental projects and contribute to sustainability efforts. Join our mission for a greener planet.,"Bachelor's degree in Environmental Science or related field, environmental analysis expertise.","Contract role, environmental analysis projects, sustainability impact.",0,1,1,Contract,Director,7,EcoSustain Solutions,Environmental Science,Monthly
SG-2023-1104,Permanent Finance Manager - Banking,"8 Jurong East Street 12, #09-01 JEM",Finance,9000-11000,BankingPro Ltd. is a banking and financial services company known for its financial expertise and excellence.,BankingPro Ltd. is hiring a Permanent Finance Manager to lead financial operations and shape financial strategies. Join us and excel in the world of banking.,"Master's degree in Finance or related field, financial management experience.","Permanent role, financial management, banking expertise.",1,1,1,Permanent,Entry Level,8,BankingPro Ltd.,Banking,Monthly
SG-2023-1105,Full-Time Head Chef - Fine Dining,"2 Tampines Central 6, #03-01 Tampines Plaza",Culinary,10000-13000,FineDine Restaurant offers a fine dining experience with culinary excellence. Join us in creating memorable dining experiences.,FineDine Restaurant is looking for a Full-Time Head Chef to create culinary masterpieces and provide top-notch dining experiences. Join us in culinary creativity.,"Culinary certification, culinary expertise.","Competitive salary, culinary expertise, culinary creativity.",1,1,0,Full Time,Mid Level,7,FineDine Restaurant,Culinary,Monthly
SG-2023-1106,Part-Time Dog Walker,"30 Woodlands Avenue 2, #04-01 Woodlands Mart",Pet Care,1200-1500,PetPals is a pet care company dedicated to pet well-being. We provide love and care to pets of all kinds.,PetPals is seeking a Part-Time Dog Walker to care for pets and enjoy outdoor adventures. This role offers a pet-loving environment and flexible hours.,,"Part-time role, dog-friendly environment, flexible hours.",1,1,0,Part Time,Director,0,PetPals,Pet Care,Monthly
SG-2023-1107,Contract Videography Assistant,"470 North Bridge Road, #08-02 Bugis Cube",Videography,3500-4500,"VideoCraft Studios specializes in videography services, capturing moments with precision and creativity. Join us in storytelling through video.",VideoCraft Studios is hiring a Contract Videography Assistant to assist in videography projects and showcase creative skills. Join us in capturing moments on film.,"Videography certification, videography skills.","Contract role, videography projects, videography opportunities.",1,1,1,Contract,Entry Level,1,VideoCraft Studios,Videography,Monthly
SG-2023-1108,Permanent HR Director - Tech Industry,"36 Newton Road, #12-01 Goldbell Towers",Human Resources,14000-18000,HR Prodigy is an HR consultancy known for its comprehensive HR solutions and a commitment to employee development. We are dedicated to shaping the future of HR management.,HR Prodigy is looking for a Permanent HR Director to lead HR initiatives and shape the future of HR management. Join our team of HR experts.,"Master's degree in HR or related field, HR leadership experience.","Permanent role, HR leadership, HR innovation.",1,1,1,Permanent,Mid Level,10,HR Prodigy,Human Resources,Monthly
SG-2023-1109,Full-Time UX/UI Designer - Gaming,"3 East Coast Road, #04-02 East Coast Centre",UX/UI Design,7000-9000,GamingInnovations is a gaming company known for its creative games and immersive experiences. We encourage innovation and gaming passion.,GamingInnovations is seeking a Full-Time UX/UI Designer to create immersive gaming experiences. Join our passionate team and bring gaming visions to life.,"Bachelor's degree in UX/UI Design or related field, UX/UI design portfolio.","Competitive salary, UX/UI design projects, creative portfolio.",1,1,1,Full Time,Director,10,GamingInnovations,Gaming,Monthly
SG-2023-1110,Part-Time Event Coordinator - Weddings,"9 Holland Avenue, #06-01 Holland Road Shopping Centre",Event Planning,4000-5500,WeddingMagic Co. is an event planning company specializing in weddings. We create magical moments and lasting memories.,WeddingMagic Co. is hiring a Part-Time Event Coordinator to plan and execute magical weddings. Join us in creating unforgettable moments.,"Bachelor's degree in Event Management or related field, event planning skills.","Competitive salary, event planning projects, magical moments creation.",0,1,1,Part Time,Entry Level,8,WeddingMagic Co.,Event Planning,Monthly
SG-2023-1111,Contract Project Manager - Construction,"25 Serangoon Road, #08-01 Tekka Centre",Project Management,9000-12000,ConstructionX is a construction company known for delivering quality construction projects. Join us in building excellence.,ConstructionX is seeking a Contract Project Manager to manage construction projects and ensure quality delivery. Join us in building excellence.,"Bachelor's degree in Project Management or related field, project management experience.","Contract role, project management experience, project leadership.",1,1,1,Contract,Entry Level,0,ConstructionX,Construction,Monthly
SG-2023-1112,Permanent Chief Financial Officer,"491 River Valley Road, #03-01 Valley Point",Finance,15000-20000,FinanceMasters Ltd. is a financial consultancy offering comprehensive financial solutions and expertise. Join us in shaping financial strategies for success.,FinanceMasters Ltd. is looking for a Permanent Chief Financial Officer to lead financial strategies and drive financial success. Join us in shaping financial excellence.,"Master's degree in Finance or related field, financial leadership experience.","Permanent role, financial leadership, financial expertise.",0,1,1,Permanent,Director,5,FinanceMasters Ltd.,Finance,Monthly
SG-2023-1113,Full-Time Creative Director - Advertising,"411 Balestier Road, #15-01 Shaw Plaza",Advertising,8000-12000,AdvertiseNow is an advertising agency known for its creative campaigns and impactful advertising. We encourage creativity and impact.,AdvertiseNow is hiring a Full-Time Creative Director to lead creative campaigns and make an impact through advertising. Join our team and inspire creativity.,"Bachelor's degree in Advertising or related field, creative portfolio.","Competitive salary, creative campaigns, advertising impact.",0,1,0,Full Time,Mid Level,2,AdvertiseNow,Advertising,Monthly
SG-2023-1114,Part-Time Babysitter - Infant Care,"333 Little India, #02-01 The Verge",Childcare,1800-2300,ChildCare Foundation is committed to providing support to children in need. Join us in making a positive impact on young lives.,ChildCare Foundation is seeking a Part-Time Babysitter to provide infant care and support. This role offers flexibility and the opportunity to care for young children.,"Childcare certification, childcare experience.","Part-time role, infant care experience, childcare impact.",1,1,1,Part Time,Entry Level,2,ChildCare Foundation,Childcare,Monthly
SG-2023-1115,Contract Data Analyst - Healthcare,"62 Geylang Road, #06-01 Sim Lim Square",Healthcare,5000-7000,HealthCareData is a healthcare company dedicated to data-driven healthcare solutions. Join us in making healthcare more efficient.,HealthCareData is looking for a Contract Data Analyst to analyze healthcare data and contribute to healthcare efficiency. Join us in transforming healthcare.,"Bachelor's degree in Data Science or related field, data analysis expertise.","Contract role, data analysis projects, healthcare efficiency.",1,1,1,Contract,Director,3,HealthCareData,Healthcare,Monthly
SG-2023-1116,Full-Time Sustainability Consultant,"55 Newton Road, #07-02 Goldbell Towers",Environmental Consulting,7000-9000,EcoSustain Solutions is an environmental consulting firm dedicated to sustainability and green solutions. Join our mission for a greener future.,EcoSustain Solutions is hiring a Full-Time Sustainability Consultant to drive sustainability initiatives and create a more sustainable world. Join our mission for a greener future.,"Master's degree in Environmental Science or related field, sustainability knowledge.","Competitive salary, sustainability projects, green solutions impact.",1,1,1,Permanent,Entry Level,0,EcoSustain Solutions,Environmental Consulting,Monthly
SG-2023-1077,Part-Time Social Media Coordinator,"360 Orchard Road, #15-01 Orchard Towers",Social Media,1600-2000,SocialBuzz Co. is a social media agency passionate about creating buzzworthy content for clients. We value creativity and work-life balance. Our team is committed to excellence in social media marketing.,"SocialBuzz Co. is looking for a Part-Time Social Media Coordinator to manage social media accounts, create engaging content, and boost online presence. We offer flexibility and the opportunity to showcase your creative skills.","Excellent social media skills, creativity, and ability to work independently.","Flexible working hours, creativity, and portfolio-building.",0,1,0,Part Time,Director,10,SocialBuzz Co.,Social Media,Monthly
SG-2023-1078,Contract Business Analyst,"370 Raffles Place, #21-00 Chevron House",Business Analysis,4500-5500,BizSolutions Ltd. specializes in business analysis services. We help businesses optimize their operations for success. Join our team of experts in driving data-driven decisions for our clients.,BizSolutions Ltd. is hiring a Contract Business Analyst to analyze business processes and drive optimization. Join our team of experts and contribute to data-driven decisions.,"Bachelor's degree in Business or related field, business analysis experience.","Contract role, business analysis experience, competitive compensation.",1,1,1,Contract,Director,1,BizSolutions Ltd.,Business Analysis,Monthly
SG-2023-1079,Permanent HR Manager,"380 Robinson Road, #08-01 Robinson Point",Human Resources,7000-8500,HR Prodigy is an HR consultancy known for its comprehensive HR solutions and a commitment to employee development. We are dedicated to shaping the future of HR management.,"HR Prodigy is seeking a Permanent HR Manager to lead HR initiatives, develop HR strategies, and foster employee growth. Join us in shaping the future of HR management.","Master's degree in HR or related field, HR leadership experience.","Competitive salary, HR leadership, career development opportunities.",0,1,1,Permanent,Mid Level,1,HR Prodigy,Human Resources,Monthly
SG-2023-1080,Full-Time Software Architect,"390 Marina Bay, #35-02 Marina Bay Financial Centre Tower 1",Software Architecture,9500-12000,ArchTech Solutions is a software development company that architects innovative software solutions for clients. We pride ourselves on delivering cutting-edge solutions and fostering innovation.,ArchTech Solutions is looking for a Full-Time Software Architect to design cutting-edge software and lead software development projects. We offer technical challenges and innovation.,"Bachelor's degree in Computer Science or related field, software architecture skills.","Competitive salary, software architecture projects, technical growth.",0,1,0,Full Time,Managerial,10,ArchTech Solutions,Software Engineering,Monthly
SG-2023-1081,Part-Time Sales Representative,"400 Clarke Quay, #10-01 The Central",Sales,1200-1500,SalesGenius Inc. is a leading sales consultancy firm helping companies boost their sales performance. Join us to be a part of the dynamic world of sales and drive success.,"SalesGenius Inc. is hiring a Part-Time Sales Representative to generate leads, with flexible hours and commission-based earnings. Join us in the dynamic world of sales.",,"Part-time role, flexible hours, commission-based earnings.",0,1,1,Part Time,Entry Level,3,SalesGenius Inc.,Sales,Monthly
SG-2023-1082,Contract Data Scientist,"410 Sentosa Island, #03-01 Palawan Beach Walk",Data Science,5800-7000,DataBrains Ltd. is a data science company known for its data-driven insights and advanced analytics solutions. We are on a mission to unlock the potential of data.,DataBrains Ltd. is seeking a Contract Data Scientist to analyze complex data and work on data-driven projects. Join our team and unlock the potential of data.,"Bachelor's degree in Data Science or related field, data analysis expertise.","Contract role, data analysis projects, professional development.",0,1,0,Contract,Entry Level,6,DataBrains Ltd.,Data Science,Monthly
SG-2023-1083,Full-Time UX Researcher,"420 Bukit Timah, #08-01 The Grandstand",UX/UI Research,8000-10000,UX Insights Research Co. is a research-focused company specializing in UX/UI research for product improvements. Our team is dedicated to enhancing user experiences.,UX Insights Research Co. is looking for a Full-Time UX Researcher to conduct user research and collaborate with a dynamic research team. We are dedicated to enhancing user experiences.,"Bachelor's degree in UX/UI Design or related field, UX research experience.","Competitive salary, UX research projects, collaborative research team.",0,1,0,Full Time,Director,8,UX Insights Research Co.,UX/UI Research,Monthly
SG-2023-1084,Permanent Operations Director,"430 Jurong East, #16-03 JTC Summit",Operations Management,10000-14000,OperateWell is a logistics and operations management company dedicated to streamlining operations for businesses. We take pride in optimizing processes for efficiency.,OperateWell is hiring a Permanent Operations Director to oversee operations and lead process optimization initiatives. We offer opportunities to streamline operations.,"Master's degree in Operations Management or related field, operations leadership.","Competitive salary, operations leadership, process optimization opportunities.",1,1,0,Permanent,Mid Level,7,OperateWell,Operations Management,Monthly
SG-2023-1085,Full-Time DevOps Engineer,"440 Tampines, #09-01 Tampines Junction",DevOps Engineering,9000-11000,TechOps Innovations specializes in DevOps solutions and cutting-edge technology infrastructure development. Join us in transforming technology landscapes.,TechOps Innovations is looking for a Full-Time DevOps Engineer to manage DevOps processes and contribute to technical growth. Join our team in transforming technology landscapes.,"Bachelor's degree in Computer Science or related field, DevOps engineering skills.","Competitive salary, DevOps engineering projects, technical growth.",0,1,1,Full Time,Entry Level,4,TechOps Innovations,DevOps Engineering,Monthly
SG-2023-1086,Part-Time Administrative Assistant,"450 Woodlands, #12-02 Woodlands Horizon",Administration,1300-1600,AdminEase is an administrative support agency offering efficient administrative services for businesses. We provide flexible solutions to meet diverse needs.,AdminEase is seeking a Part-Time Administrative Assistant to support administrative tasks with flexible part-time hours. We provide solutions to meet diverse needs.,"Diploma or degree in Administration or related field, administrative support experience.","Part-time role, administrative support experience, flexible schedule.",1,1,1,Part Time,Director,9,AdminEase,Administration,Monthly
SG-2023-1087,Contract UI/UX Designer,"460 Bugis Street, #07-05 Bugis Cube",UX/UI Design,5000-6500,DesignCraft Studio is a creative design agency passionate about creating visually stunning designs for clients. Join us in turning creative visions into reality.,DesignCraft Studio is hiring a Contract UI/UX Designer to create user-friendly designs and showcase creativity in UI/UX design. Join us in turning creative visions into reality.,"Bachelor's degree in UX/UI Design or related field, UI/UX design portfolio.","Contract role, UI/UX design projects, creative portfolio.",0,1,1,Contract,Entry Level,6,DesignCraft Studio,UX/UI Design,Monthly
SG-2023-1088,Full-Time Marketing Director,"470 Chinatown, #06-01 Chinatown Point",Marketing,9000-11000,MarketPro Solutions is a marketing agency known for innovative marketing strategies and a collaborative work environment. Our team thrives on creativity and impact.,MarketPro Solutions is looking for a Full-Time Marketing Director to lead marketing campaigns and drive marketing success. We encourage innovation and creativity.,"Master's degree in Marketing or related field, marketing leadership experience.","Competitive salary, marketing leadership, innovative marketing projects.",0,1,0,Full Time,Entry Level,7,MarketPro Solutions,Marketing,Monthly
SG-2023-1089,Full-Time Pharmacist,"480 Newton Road, #05-01 Goldbell Towers",Pharmacy,8000-9500,PharmaCare is a healthcare company dedicated to providing pharmaceutical services and patient care. Join us in making a difference in healthcare.,PharmaCare is hiring a Full-Time Pharmacist to provide pharmaceutical services and make a difference in healthcare. Join us in shaping the future of healthcare.,"Pharmacist certification, pharmacy experience.","Pharmacist role, healthcare experience, patient care impact.",0,1,1,Full Time,Director,0,PharmaCare,Pharmacy,Monthly
SG-2023-1090,Part-Time Event Planner,"490 East Coast Road, #02-01 East Coast Centre",Event Planning,1400-1800,EventPro Solutions is an event management company specializing in organizing memorable events. We create experiences that leave lasting impressions.,EventPro Solutions is seeking a Part-Time Event Planner for exciting event projects with flexible hours. We create memorable experiences.,"Bachelor's degree in Event Management or related field, event planning skills.","Part-time role, exciting event projects, event coordination experience.",1,1,1,Part Time,Director,8,EventPro Solutions,Event Management,Monthly
SG-2023-1091,Contract IT Project Manager,"500 Holland Village, #03-01 Holland Road Shopping Centre",Project Management,7000-9000,ProjectX is a project management consultancy known for delivering successful projects and excellent project management solutions. We drive project excellence.,ProjectX is looking for a Contract IT Project Manager to manage IT projects and drive project excellence. Join us in delivering successful projects.,"Bachelor's degree in Project Management or related field, project management experience.","Contract role, project management experience, project leadership.",0,1,1,Contract,Director,10,ProjectX,Project Management,Monthly
SG-2023-1092,Permanent Finance Director,"510 Serangoon Road, #02-01 Tekka Centre",Finance,12000-15000,FinanceMasters Ltd. is a financial consultancy offering comprehensive financial solutions and expertise. Join us in shaping financial strategies for success.,FinanceMasters Ltd. is seeking a Permanent Finance Director to shape financial strategies for success. We offer opportunities for financial expertise.,"Master's degree in Finance or related field, financial leadership experience.","Competitive salary, financial leadership, career growth opportunities.",1,1,0,Permanent,Entry Level,8,FinanceMasters Ltd.,Finance,Monthly
SG-2023-1093,Full-Time Head Chef,"520 River Valley, #07-01 Valley Point",Culinary,4000-5500,CulinaryDelights is a restaurant known for its culinary expertise and commitment to providing top-notch dining experiences. Join our culinary team and create culinary masterpieces.,CulinaryDelights is hiring a Full-Time Head Chef to create culinary masterpieces and provide top-notch dining experiences. Join us in culinary creativity.,"Culinary certification, culinary expertise.","Competitive salary, culinary expertise, culinary creativity.",0,1,1,Full Time,Managerial,9,CulinaryDelights,Culinary,Monthly
SG-2023-1094,Part-Time Pet Sitter,"530 Balestier Road, #04-01 Shaw Plaza",Pet Care,1500-1800,"PetCare Services is a pet care company offering a range of services, including pet sitting and grooming. Join us in providing love and care to pets.",PetCare Services is looking for a Part-Time Pet Sitter to care for pets and enjoy spending time with furry friends. We offer a pet-loving environment.,,"Part-time role, pet-loving environment, flexible hours.",1,1,1,Part Time,Managerial,6,PetCare Services,Pet Care,Monthly
SG-2023-1095,Contract Videographer,"540 Little India, #05-01 The Verge",Videography,5500-7000,"VideoCraft Studios specializes in videography services, capturing moments with precision and creativity. Join us in storytelling through video.",VideoCraft Studios is hiring a Contract Videographer to capture moments and showcase videography skills. Join us in storytelling through video.,"Videography certification, videography skills.","Contract role, diverse videography projects, videography opportunities.",0,1,1,Contract,Entry Level,1,VideoCraft Studios,Videography,Monthly
SG-2023-1096,Full-Time Environmental Consultant,"550 Geylang Road, #02-01 Sim Lim Square",Environmental Consulting,8500-11000,EcoSustain Solutions is an environmental consulting firm dedicated to sustainability and green solutions. Join our mission to create a more sustainable world.,EcoSustain Solutions is seeking a Full-Time Environmental Consultant to drive sustainability initiatives and create a more sustainable world. Join our mission for a greener future.,"Bachelor's degree in Environmental Science or related field, environmental consulting expertise.","Competitive salary, environmental consulting projects, sustainability impact.",1,1,0,Full Time,Director,8,EcoSustain Solutions,Environmental Consulting,Monthly
SG-2023-1057,Part-Time Social Media Coordinator,"350 Orchard Road, #15-01 Orchard Towers",Social Media,1600-2000,SocialBuzz Co. is a social media agency passionate about creating buzzworthy content for clients. We value creativity and work-life balance.,SocialBuzz Co. is looking for a Part-Time Social Media Coordinator to manage social media accounts. Create engaging content and boost online presence.,"Excellent social media skills, creativity, and ability to work independently.","Flexible working hours, creativity, and portfolio-building.",0,1,1,Part Time,Entry Level,9,SocialBuzz Co.,Social Media,Monthly
SG-2023-1058,Contract Business Analyst,"360 Raffles Place, #21-00 Chevron House",Business Analysis,4500-5500,BizSolutions Ltd. specializes in business analysis services. We help businesses optimize their operations for success.,BizSolutions Ltd. is hiring a Contract Business Analyst to analyze business processes. Join our team and drive business optimization.,"Bachelor's degree in Business or related field, business analysis experience.","Contract role, business analysis experience, competitive compensation.",0,1,1,Contract,Managerial,10,BizSolutions Ltd.,Business Analysis,Monthly
SG-2023-1059,Permanent HR Manager,"370 Robinson Road, #08-01 Robinson Point",Human Resources,7000-8500,HR Prodigy is an HR consultancy known for its comprehensive HR solutions and a commitment to employee development.,HR Prodigy is seeking a Permanent HR Manager to lead HR initiatives. Develop HR strategies and foster employee growth.,"Master's degree in HR or related field, HR leadership experience.","Competitive salary, HR leadership, career development opportunities.",0,1,0,Permanent,Mid Level,9,HR Prodigy,Human Resources,Monthly
SG-2023-1060,Full-Time Software Architect,"380 Marina Bay, #35-02 Marina Bay Financial Centre Tower 1",Software Architecture,9500-12000,ArchTech Solutions is a software development company that architects innovative software solutions for clients.,ArchTech Solutions is looking for a Full-Time Software Architect to design cutting-edge software. Lead software development projects.,"Bachelor's degree in Computer Science or related field, software architecture skills.","Competitive salary, software architecture projects, technical growth.",1,1,1,Full Time,Entry Level,7,ArchTech Solutions,Software Engineering,Monthly
SG-2023-1061,Part-Time Sales Representative,"390 Clarke Quay, #10-01 The Central",Sales,1200-1500,SalesGenius Inc. is a leading sales consultancy firm helping companies boost their sales performance.,SalesGenius Inc. is hiring a Part-Time Sales Representative to generate leads. Flexible hours and commission-based earnings.,,"Part-time role, flexible hours, commission-based earnings.",1,1,1,Part Time,Mid Level,0,SalesGenius Inc.,Sales,Monthly
SG-2023-1062,Contract Data Scientist,"400 Sentosa Island, #03-01 Palawan Beach Walk",Data Science,5800-7000,DataBrains Ltd. is a data science company known for its data-driven insights and advanced analytics solutions.,DataBrains Ltd. is seeking a Contract Data Scientist to analyze complex data. Join our data science team and work on data-driven projects.,"Bachelor's degree in Data Science or related field, data analysis expertise.","Contract role, data analysis projects, professional development.",0,1,0,Contract,Director,6,DataBrains Ltd.,Data Science,Monthly
SG-2023-1063,Full-Time UX Researcher,"410 Bukit Timah, #08-01 The Grandstand",UX/UI Research,8000-10000,UX Insights Research Co. is a research-focused company specializing in UX/UI research for product improvements.,UX Insights Research Co. is looking for a Full-Time UX Researcher to conduct user research. Collaborate with a dynamic research team.,"Bachelor's degree in UX/UI Design or related field, UX research experience.","Competitive salary, UX research projects, collaborative research team.",0,1,1,Full Time,Entry Level,1,UX Insights Research Co.,UX/UI Research,Monthly
SG-2023-1064,Permanent Operations Director,"420 Jurong East, #16-03 JTC Summit",Operations Management,10000-14000,OperateWell is a logistics and operations management company dedicated to streamlining operations for businesses.,OperateWell is hiring a Permanent Operations Director to oversee operations. Lead process optimization initiatives.,"Master's degree in Operations Management or related field, operations leadership.","Competitive salary, operations leadership, process optimization opportunities.",1,1,1,Permanent,Entry Level,9,OperateWell,Operations Management,Monthly
SG-2023-1065,Full-Time DevOps Engineer,"430 Tampines, #09-01 Tampines Junction",DevOps Engineering,9000-11000,TechOps Innovations specializes in DevOps solutions and cutting-edge technology infrastructure development.,TechOps Innovations is looking for a Full-Time DevOps Engineer to manage DevOps processes. Join our tech-savvy team.,"Bachelor's degree in Computer Science or related field, DevOps engineering skills.","Competitive salary, DevOps engineering projects, technical growth.",0,1,1,Full Time,Mid Level,2,TechOps Innovations,DevOps Engineering,Monthly
SG-2023-1066,Part-Time Administrative Assistant,"440 Woodlands, #12-02 Woodlands Horizon",Administration,1300-1600,AdminEase is an administrative support agency offering efficient administrative services for businesses.,AdminEase is seeking a Part-Time Administrative Assistant to support administrative tasks. Flexible part-time hours.,"Diploma or degree in Administration or related field, administrative support experience.","Part-time role, administrative support experience, flexible schedule.",1,1,1,Part Time,Entry Level,6,AdminEase,Administration,Monthly
SG-2023-1067,Contract UI/UX Designer,"450 Bugis Street, #07-05 Bugis Cube",UX/UI Design,5000-6500,DesignCraft Studio is a creative design agency passionate about creating visually stunning designs for clients.,DesignCraft Studio is hiring a Contract UI/UX Designer to create user-friendly designs. Showcase your creativity in UI/UX design.,"Bachelor's degree in UX/UI Design or related field, UI/UX design portfolio.","Contract role, UI/UX design projects, creative portfolio.",0,1,1,Contract,Director,8,DesignCraft Studio,UX/UI Design,Monthly
SG-2023-1068,Full-Time Marketing Director,"460 Chinatown, #06-01 Chinatown Point",Marketing,9000-11000,MarketPro Solutions is a marketing agency known for innovative marketing strategies and a collaborative work environment.,MarketPro Solutions is looking for a Full-Time Marketing Director to lead marketing campaigns. Drive marketing success and innovation.,"Master's degree in Marketing or related field, marketing leadership experience.","Competitive salary, marketing leadership, innovative marketing projects.",1,1,1,Full Time,Mid Level,7,MarketPro Solutions,Marketing,Monthly
SG-2023-1069,Full-Time Pharmacist,"470 Newton Road, #05-01 Goldbell Towers",Pharmacy,8000-9500,PharmaCare is a healthcare company dedicated to providing pharmaceutical services and patient care.,PharmaCare is hiring a Full-Time Pharmacist to provide pharmaceutical services. Join our healthcare team and make an impact.,"Pharmacist certification, pharmacy experience.","Pharmacist role, healthcare experience, patient care impact.",0,1,1,Full Time,Director,2,PharmaCare,Pharmacy,Monthly
SG-2023-1070,Part-Time Event Planner,"480 East Coast Road, #02-01 East Coast Centre",Event Planning,1400-1800,EventPro Solutions is an event management company specializing in organizing memorable events.,EventPro Solutions is seeking a Part-Time Event Planner to coordinate events. Flexible hours and exciting event projects.,"Bachelor's degree in Event Management or related field, event planning skills.","Part-time role, exciting event projects, event coordination experience.",0,1,1,Part Time,Entry Level,7,EventPro Solutions,Event Management,Monthly
SG-2023-1071,Contract IT Project Manager,"490 Holland Village, #03-01 Holland Road Shopping Centre",Project Management,7000-9000,ProjectX is a project management consultancy known for delivering successful projects and excellent project management solutions.,ProjectX is looking for a Contract IT Project Manager to manage IT projects. Lead project teams and ensure project success.,"Bachelor's degree in Project Management or related field, project management experience.","Contract role, project management experience, project leadership.",0,1,1,Contract,Mid Level,5,ProjectX,Project Management,Monthly
SG-2023-1072,Permanent Finance Director,"500 Serangoon Road, #02-01 Tekka Centre",Finance,12000-15000,FinanceMasters Ltd. is a financial consultancy offering comprehensive financial solutions and expertise.,FinanceMasters Ltd. is seeking a Permanent Finance Director to lead financial initiatives. Drive financial strategies and growth.,"Master's degree in Finance or related field, financial leadership experience.","Competitive salary, financial leadership, career growth opportunities.",1,1,1,Permanent,Mid Level,8,FinanceMasters Ltd.,Finance,Monthly
SG-2023-1073,Full-Time Head Chef,"510 River Valley, #07-01 Valley Point",Culinary,4000-5500,CulinaryDelights is a restaurant known for its culinary expertise and commitment to providing top-notch dining experiences.,CulinaryDelights is hiring a Full-Time Head Chef to create culinary masterpieces. Showcase your culinary skills.,"Culinary certification, culinary expertise.","Competitive salary, culinary expertise, culinary creativity.",0,1,1,Full Time,Entry Level,3,CulinaryDelights,Culinary,Monthly
SG-2023-1074,Part-Time Pet Sitter,"520 Balestier Road, #04-01 Shaw Plaza",Pet Care,1500-1800,"PetCare Services is a pet care company offering a range of services, including pet sitting and grooming.",PetCare Services is looking for a Part-Time Pet Sitter to care for pets. Enjoy spending time with furry friends.,,"Part-time role, pet-loving environment, flexible hours.",1,1,1,Part Time,Mid Level,2,PetCare Services,Pet Care,Monthly
SG-2023-1075,Contract Videographer,"530 Little India, #05-01 The Verge",Videography,5500-7000,"VideoCraft Studios specializes in videography services, capturing moments with precision and creativity.",VideoCraft Studios is hiring a Contract Videographer to capture moments. Showcase your videography skills in diverse projects.,"Videography certification, videography skills.","Contract role, diverse videography projects, videography opportunities.",0,1,1,Contract,Entry Level,0,VideoCraft Studios,Videography,Monthly
SG-2023-1076,Full-Time Environmental Consultant,"540 Geylang Road, #02-01 Sim Lim Square",Environmental Consulting,8500-11000,EcoSustain Solutions is an environmental consulting firm dedicated to sustainability and green solutions.,EcoSustain Solutions is seeking a Full-Time Environmental Consultant to drive sustainability initiatives. Join our green team.,"Bachelor's degree in Environmental Science or related field, environmental consulting expertise.","Competitive salary, environmental consulting projects, sustainability impact.",1,1,1,Full Time,Mid Level,8,EcoSustain Solutions,Environmental Consulting,Monthly
SG-2023-1037,Part-Time Content Writer,150 Orchard Road,Content Creation,1500-2000,WriteNow Content Creations specializes in content creation services. We value creativity and flexible working arrangements.,WriteNow Content Creations is looking for a Part-Time Content Writer to create engaging written content. Flexible working hours available.,"Excellent writing skills, creativity, and ability to meet deadlines.","Flexible working hours, creative freedom, portfolio-building.",0,1,1,Part Time,Entry Level,0,WriteNow Content Creations,Human Resources,Monthly
SG-2023-1038,Contract Data Analyst,160 Raffles Place,Data Analysis,4000-5000,Data Insights Ltd. is a data analytics company. We empower businesses with data-driven insights to make informed decisions.,Data Insights Ltd. is hiring a Contract Data Analyst to analyze complex data sets. Join our data analytics team and gain valuable experience.,"Bachelor's degree in Data Science or related field, data analysis experience.","Contract role, data analysis experience, competitive compensation.",0,1,1,Contract,Mid Level,2,Data Insights Ltd.,Software Engineering,Monthly
SG-2023-1039,Permanent Marketing Manager,170 Robinson Road,Marketing,6000-8000,Marketing Masters SG is a marketing agency known for innovative marketing strategies and a collaborative work environment.,Marketing Masters SG is seeking a Permanent Marketing Manager to lead marketing campaigns. Collaborate with a dynamic team and drive success.,"Bachelor's degree in Marketing or related field, marketing management experience.","Competitive salary, marketing leadership, career growth opportunities.",0,1,1,Permanent,Mid Level,3,Marketing Masters SG,Web Development,Monthly
SG-2023-1040,Full-Time Frontend Developer,180 Marina Bay,Web Development,7000-9000,WebTech Solutions Inc. is a web development company committed to creating cutting-edge web solutions.,WebTech Solutions Inc. is looking for a Full-Time Frontend Developer to create responsive web designs. Work on innovative web projects.,"Bachelor's degree in Web Development or related field, frontend development skills.","Competitive salary, innovative projects, professional development.",1,1,0,Full Time,Mid Level,2,WebTech Solutions Inc.,Software Engineering,Monthly
SG-2023-1041,Part-Time Customer Service Representative,190 Clarke Quay,Customer Support,1200-1500,"CustomerFirst Solutions offers exceptional customer support services, and we believe in work-life balance for our employees.",CustomerFirst Solutions is hiring a Part-Time Customer Service Representative to provide top-notch support. Flexible part-time hours.,,"Part-time role, flexible hours, customer service experience.",1,1,1,Part Time,Entry Level,0,CustomerFirst Solutions,Marketing,Monthly
